"Institution","Year","Statistic Label","UNIT","VALUE"
"St. Angela's College, Lough Gill, Co. Sligo","2007","Full-time Enrolments to Third Level Courses","Number","447"
"St. Angela's College, Lough Gill, Co. Sligo","2007","Part-time Enrolments to Third Level Courses","Number",""
"St. Angela's College, Lough Gill, Co. Sligo","2007","Entrants to Third Level Courses","Number","119"
"St. Angela's College, Lough Gill, Co. Sligo","2008","Full-time Enrolments to Third Level Courses","Number","524"
"St. Angela's College, Lough Gill, Co. Sligo","2008","Part-time Enrolments to Third Level Courses","Number","229"
"St. Angela's College, Lough Gill, Co. Sligo","2008","Entrants to Third Level Courses","Number","131"
"St. Angela's College, Lough Gill, Co. Sligo","2009","Full-time Enrolments to Third Level Courses","Number","495"
"St. Angela's College, Lough Gill, Co. Sligo","2009","Part-time Enrolments to Third Level Courses","Number","407"
"St. Angela's College, Lough Gill, Co. Sligo","2009","Entrants to Third Level Courses","Number","121"
"St. Angela's College, Lough Gill, Co. Sligo","2010","Full-time Enrolments to Third Level Courses","Number","448"
"St. Angela's College, Lough Gill, Co. Sligo","2010","Part-time Enrolments to Third Level Courses","Number","406"
"St. Angela's College, Lough Gill, Co. Sligo","2010","Entrants to Third Level Courses","Number","105"
"St. Angela's College, Lough Gill, Co. Sligo","2011","Full-time Enrolments to Third Level Courses","Number","436"
"St. Angela's College, Lough Gill, Co. Sligo","2011","Part-time Enrolments to Third Level Courses","Number","428"
"St. Angela's College, Lough Gill, Co. Sligo","2011","Entrants to Third Level Courses","Number","100"
"St. Angela's College, Lough Gill, Co. Sligo","2012","Full-time Enrolments to Third Level Courses","Number","441"
"St. Angela's College, Lough Gill, Co. Sligo","2012","Part-time Enrolments to Third Level Courses","Number","372"
"St. Angela's College, Lough Gill, Co. Sligo","2012","Entrants to Third Level Courses","Number","131"
"St. Angela's College, Lough Gill, Co. Sligo","2013","Full-time Enrolments to Third Level Courses","Number","471"
"St. Angela's College, Lough Gill, Co. Sligo","2013","Part-time Enrolments to Third Level Courses","Number","616"
"St. Angela's College, Lough Gill, Co. Sligo","2013","Entrants to Third Level Courses","Number","152"
"St. Angela's College, Lough Gill, Co. Sligo","2014","Full-time Enrolments to Third Level Courses","Number","598"
"St. Angela's College, Lough Gill, Co. Sligo","2014","Part-time Enrolments to Third Level Courses","Number","584"
"St. Angela's College, Lough Gill, Co. Sligo","2014","Entrants to Third Level Courses","Number","185"
"St. Angela's College, Lough Gill, Co. Sligo","2015","Full-time Enrolments to Third Level Courses","Number","624"
"St. Angela's College, Lough Gill, Co. Sligo","2015","Part-time Enrolments to Third Level Courses","Number","691"
"St. Angela's College, Lough Gill, Co. Sligo","2015","Entrants to Third Level Courses","Number","179"
"St. Angela's College, Lough Gill, Co. Sligo","2016","Full-time Enrolments to Third Level Courses","Number","643"
"St. Angela's College, Lough Gill, Co. Sligo","2016","Part-time Enrolments to Third Level Courses","Number","635"
"St. Angela's College, Lough Gill, Co. Sligo","2016","Entrants to Third Level Courses","Number","177"
"St. Angela's College, Lough Gill, Co. Sligo","2017","Full-time Enrolments to Third Level Courses","Number","680"
"St. Angela's College, Lough Gill, Co. Sligo","2017","Part-time Enrolments to Third Level Courses","Number","592"
"St. Angela's College, Lough Gill, Co. Sligo","2017","Entrants to Third Level Courses","Number","196"
"St. Catherine's College, Sion Hill, Co. Dublin","2000","Full-time Enrolments to Third Level Courses","Number","101"
"St. Catherine's College, Sion Hill, Co. Dublin","2000","Part-time Enrolments to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2000","Entrants to Third Level Courses","Number","26"
"St. Catherine's College, Sion Hill, Co. Dublin","2001","Full-time Enrolments to Third Level Courses","Number","100"
"St. Catherine's College, Sion Hill, Co. Dublin","2001","Part-time Enrolments to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2001","Entrants to Third Level Courses","Number","27"
"St. Catherine's College, Sion Hill, Co. Dublin","2002","Full-time Enrolments to Third Level Courses","Number","100"
"St. Catherine's College, Sion Hill, Co. Dublin","2002","Part-time Enrolments to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2002","Entrants to Third Level Courses","Number","29"
"St. Catherine's College, Sion Hill, Co. Dublin","2003","Full-time Enrolments to Third Level Courses","Number","99"
"St. Catherine's College, Sion Hill, Co. Dublin","2003","Part-time Enrolments to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2003","Entrants to Third Level Courses","Number","24"
"St. Catherine's College, Sion Hill, Co. Dublin","2004","Full-time Enrolments to Third Level Courses","Number","101"
"St. Catherine's College, Sion Hill, Co. Dublin","2004","Part-time Enrolments to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2004","Entrants to Third Level Courses","Number","25"
"St. Catherine's College, Sion Hill, Co. Dublin","2005","Full-time Enrolments to Third Level Courses","Number","77"
"St. Catherine's College, Sion Hill, Co. Dublin","2005","Part-time Enrolments to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2005","Entrants to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2006","Full-time Enrolments to Third Level Courses","Number","48"
"St. Catherine's College, Sion Hill, Co. Dublin","2006","Part-time Enrolments to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2006","Entrants to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2007","Full-time Enrolments to Third Level Courses","Number","22"
"St. Catherine's College, Sion Hill, Co. Dublin","2007","Part-time Enrolments to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2007","Entrants to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2008","Full-time Enrolments to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2008","Part-time Enrolments to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2008","Entrants to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2009","Full-time Enrolments to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2009","Part-time Enrolments to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2009","Entrants to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2010","Full-time Enrolments to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2010","Part-time Enrolments to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2010","Entrants to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2011","Full-time Enrolments to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2011","Part-time Enrolments to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2011","Entrants to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2012","Full-time Enrolments to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2012","Part-time Enrolments to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2012","Entrants to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2013","Full-time Enrolments to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2013","Part-time Enrolments to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2013","Entrants to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2014","Full-time Enrolments to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2014","Part-time Enrolments to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2014","Entrants to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2015","Full-time Enrolments to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2015","Part-time Enrolments to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2015","Entrants to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2016","Full-time Enrolments to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2016","Part-time Enrolments to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2016","Entrants to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2017","Full-time Enrolments to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2017","Part-time Enrolments to Third Level Courses","Number",""
"St. Catherine's College, Sion Hill, Co. Dublin","2017","Entrants to Third Level Courses","Number",""
"National College of Ireland","2000","Full-time Enrolments to Third Level Courses","Number","800"
"National College of Ireland","2000","Part-time Enrolments to Third Level Courses","Number","3612"
"National College of Ireland","2000","Entrants to Third Level Courses","Number","364"
"National College of Ireland","2001","Full-time Enrolments to Third Level Courses","Number","795"
"National College of Ireland","2001","Part-time Enrolments to Third Level Courses","Number","3177"
"National College of Ireland","2001","Entrants to Third Level Courses","Number","279"
"National College of Ireland","2002","Full-time Enrolments to Third Level Courses","Number","900"
"National College of Ireland","2002","Part-time Enrolments to Third Level Courses","Number","2929"
"National College of Ireland","2002","Entrants to Third Level Courses","Number","348"
"National College of Ireland","2003","Full-time Enrolments to Third Level Courses","Number","1072"
"National College of Ireland","2003","Part-time Enrolments to Third Level Courses","Number","2919"
"National College of Ireland","2003","Entrants to Third Level Courses","Number","459"
"National College of Ireland","2004","Full-time Enrolments to Third Level Courses","Number","1005"
"National College of Ireland","2004","Part-time Enrolments to Third Level Courses","Number","2721"
"National College of Ireland","2004","Entrants to Third Level Courses","Number","304"
"National College of Ireland","2005","Full-time Enrolments to Third Level Courses","Number","1070"
"National College of Ireland","2005","Part-time Enrolments to Third Level Courses","Number","2882"
"National College of Ireland","2005","Entrants to Third Level Courses","Number","359"
"National College of Ireland","2006","Full-time Enrolments to Third Level Courses","Number","993"
"National College of Ireland","2006","Part-time Enrolments to Third Level Courses","Number","664"
"National College of Ireland","2006","Entrants to Third Level Courses","Number","342"
"National College of Ireland","2007","Full-time Enrolments to Third Level Courses","Number","977"
"National College of Ireland","2007","Part-time Enrolments to Third Level Courses","Number",""
"National College of Ireland","2007","Entrants to Third Level Courses","Number","382"
"National College of Ireland","2008","Full-time Enrolments to Third Level Courses","Number","1065"
"National College of Ireland","2008","Part-time Enrolments to Third Level Courses","Number","2280"
"National College of Ireland","2008","Entrants to Third Level Courses","Number","412"
"National College of Ireland","2009","Full-time Enrolments to Third Level Courses","Number","1141"
"National College of Ireland","2009","Part-time Enrolments to Third Level Courses","Number","1745"
"National College of Ireland","2009","Entrants to Third Level Courses","Number","421"
"National College of Ireland","2010","Full-time Enrolments to Third Level Courses","Number","1322"
"National College of Ireland","2010","Part-time Enrolments to Third Level Courses","Number","1476"
"National College of Ireland","2010","Entrants to Third Level Courses","Number","491"
"National College of Ireland","2011","Full-time Enrolments to Third Level Courses","Number","1459"
"National College of Ireland","2011","Part-time Enrolments to Third Level Courses","Number","1342"
"National College of Ireland","2011","Entrants to Third Level Courses","Number","488"
"National College of Ireland","2012","Full-time Enrolments to Third Level Courses","Number","1539"
"National College of Ireland","2012","Part-time Enrolments to Third Level Courses","Number","1250"
"National College of Ireland","2012","Entrants to Third Level Courses","Number","480"
"National College of Ireland","2013","Full-time Enrolments to Third Level Courses","Number","1615"
"National College of Ireland","2013","Part-time Enrolments to Third Level Courses","Number","1426"
"National College of Ireland","2013","Entrants to Third Level Courses","Number","485"
"National College of Ireland","2014","Full-time Enrolments to Third Level Courses","Number","1712"
"National College of Ireland","2014","Part-time Enrolments to Third Level Courses","Number","1664"
"National College of Ireland","2014","Entrants to Third Level Courses","Number","541"
"National College of Ireland","2015","Full-time Enrolments to Third Level Courses","Number","1825"
"National College of Ireland","2015","Part-time Enrolments to Third Level Courses","Number","1706"
"National College of Ireland","2015","Entrants to Third Level Courses","Number","566"
"National College of Ireland","2016","Full-time Enrolments to Third Level Courses","Number","1979"
"National College of Ireland","2016","Part-time Enrolments to Third Level Courses","Number","2648"
"National College of Ireland","2016","Entrants to Third Level Courses","Number","556"
"National College of Ireland","2017","Full-time Enrolments to Third Level Courses","Number","2250"
"National College of Ireland","2017","Part-time Enrolments to Third Level Courses","Number","2828"
"National College of Ireland","2017","Entrants to Third Level Courses","Number","535"
"Pontifical College, Maynooth, Co. Kildare","2000","Full-time Enrolments to Third Level Courses","Number","375"
"Pontifical College, Maynooth, Co. Kildare","2000","Part-time Enrolments to Third Level Courses","Number","25"
"Pontifical College, Maynooth, Co. Kildare","2000","Entrants to Third Level Courses","Number","147"
"Pontifical College, Maynooth, Co. Kildare","2001","Full-time Enrolments to Third Level Courses","Number","354"
"Pontifical College, Maynooth, Co. Kildare","2001","Part-time Enrolments to Third Level Courses","Number","19"
"Pontifical College, Maynooth, Co. Kildare","2001","Entrants to Third Level Courses","Number","74"
"Pontifical College, Maynooth, Co. Kildare","2002","Full-time Enrolments to Third Level Courses","Number","356"
"Pontifical College, Maynooth, Co. Kildare","2002","Part-time Enrolments to Third Level Courses","Number","37"
"Pontifical College, Maynooth, Co. Kildare","2002","Entrants to Third Level Courses","Number","72"
"Pontifical College, Maynooth, Co. Kildare","2003","Full-time Enrolments to Third Level Courses","Number","344"
"Pontifical College, Maynooth, Co. Kildare","2003","Part-time Enrolments to Third Level Courses","Number","37"
"Pontifical College, Maynooth, Co. Kildare","2003","Entrants to Third Level Courses","Number","76"
"Pontifical College, Maynooth, Co. Kildare","2004","Full-time Enrolments to Third Level Courses","Number","333"
"Pontifical College, Maynooth, Co. Kildare","2004","Part-time Enrolments to Third Level Courses","Number","22"
"Pontifical College, Maynooth, Co. Kildare","2004","Entrants to Third Level Courses","Number","94"
"Pontifical College, Maynooth, Co. Kildare","2005","Full-time Enrolments to Third Level Courses","Number","332"
"Pontifical College, Maynooth, Co. Kildare","2005","Part-time Enrolments to Third Level Courses","Number","18"
"Pontifical College, Maynooth, Co. Kildare","2005","Entrants to Third Level Courses","Number","83"
"Pontifical College, Maynooth, Co. Kildare","2006","Full-time Enrolments to Third Level Courses","Number","347"
"Pontifical College, Maynooth, Co. Kildare","2006","Part-time Enrolments to Third Level Courses","Number","19"
"Pontifical College, Maynooth, Co. Kildare","2006","Entrants to Third Level Courses","Number","75"
"Pontifical College, Maynooth, Co. Kildare","2007","Full-time Enrolments to Third Level Courses","Number","349"
"Pontifical College, Maynooth, Co. Kildare","2007","Part-time Enrolments to Third Level Courses","Number",""
"Pontifical College, Maynooth, Co. Kildare","2007","Entrants to Third Level Courses","Number","76"
"Pontifical College, Maynooth, Co. Kildare","2008","Full-time Enrolments to Third Level Courses","Number","329"
"Pontifical College, Maynooth, Co. Kildare","2008","Part-time Enrolments to Third Level Courses","Number","26"
"Pontifical College, Maynooth, Co. Kildare","2008","Entrants to Third Level Courses","Number","71"
"Pontifical College, Maynooth, Co. Kildare","2009","Full-time Enrolments to Third Level Courses","Number","327"
"Pontifical College, Maynooth, Co. Kildare","2009","Part-time Enrolments to Third Level Courses","Number","19"
"Pontifical College, Maynooth, Co. Kildare","2009","Entrants to Third Level Courses","Number","61"
"Pontifical College, Maynooth, Co. Kildare","2010","Full-time Enrolments to Third Level Courses","Number","344"
"Pontifical College, Maynooth, Co. Kildare","2010","Part-time Enrolments to Third Level Courses","Number","20"
"Pontifical College, Maynooth, Co. Kildare","2010","Entrants to Third Level Courses","Number","68"
"Pontifical College, Maynooth, Co. Kildare","2011","Full-time Enrolments to Third Level Courses","Number","337"
"Pontifical College, Maynooth, Co. Kildare","2011","Part-time Enrolments to Third Level Courses","Number","39"
"Pontifical College, Maynooth, Co. Kildare","2011","Entrants to Third Level Courses","Number","80"
"Pontifical College, Maynooth, Co. Kildare","2012","Full-time Enrolments to Third Level Courses","Number","329"
"Pontifical College, Maynooth, Co. Kildare","2012","Part-time Enrolments to Third Level Courses","Number","249"
"Pontifical College, Maynooth, Co. Kildare","2012","Entrants to Third Level Courses","Number","77"
"Pontifical College, Maynooth, Co. Kildare","2013","Full-time Enrolments to Third Level Courses","Number","485"
"Pontifical College, Maynooth, Co. Kildare","2013","Part-time Enrolments to Third Level Courses","Number","36"
"Pontifical College, Maynooth, Co. Kildare","2013","Entrants to Third Level Courses","Number","45"
"Pontifical College, Maynooth, Co. Kildare","2014","Full-time Enrolments to Third Level Courses","Number","276"
"Pontifical College, Maynooth, Co. Kildare","2014","Part-time Enrolments to Third Level Courses","Number","127"
"Pontifical College, Maynooth, Co. Kildare","2014","Entrants to Third Level Courses","Number","40"
"Pontifical College, Maynooth, Co. Kildare","2015","Full-time Enrolments to Third Level Courses","Number","271"
"Pontifical College, Maynooth, Co. Kildare","2015","Part-time Enrolments to Third Level Courses","Number","125"
"Pontifical College, Maynooth, Co. Kildare","2015","Entrants to Third Level Courses","Number","41"
"Pontifical College, Maynooth, Co. Kildare","2016","Full-time Enrolments to Third Level Courses","Number","281"
"Pontifical College, Maynooth, Co. Kildare","2016","Part-time Enrolments to Third Level Courses","Number","576"
"Pontifical College, Maynooth, Co. Kildare","2016","Entrants to Third Level Courses","Number","43"
"Pontifical College, Maynooth, Co. Kildare","2017","Full-time Enrolments to Third Level Courses","Number",""
"Pontifical College, Maynooth, Co. Kildare","2017","Part-time Enrolments to Third Level Courses","Number",""
"Pontifical College, Maynooth, Co. Kildare","2017","Entrants to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2000","Full-time Enrolments to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2000","Part-time Enrolments to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2000","Entrants to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2001","Full-time Enrolments to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2001","Part-time Enrolments to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2001","Entrants to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2002","Full-time Enrolments to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2002","Part-time Enrolments to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2002","Entrants to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2003","Full-time Enrolments to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2003","Part-time Enrolments to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2003","Entrants to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2004","Full-time Enrolments to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2004","Part-time Enrolments to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2004","Entrants to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2005","Full-time Enrolments to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2005","Part-time Enrolments to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2005","Entrants to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2006","Full-time Enrolments to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2006","Part-time Enrolments to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2006","Entrants to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2007","Full-time Enrolments to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2007","Part-time Enrolments to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2007","Entrants to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2008","Full-time Enrolments to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2008","Part-time Enrolments to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2008","Entrants to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2009","Full-time Enrolments to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2009","Part-time Enrolments to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2009","Entrants to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2010","Full-time Enrolments to Third Level Courses","Number","188"
"Milltown Institute, Ranelagh, Dublin","2010","Part-time Enrolments to Third Level Courses","Number","141"
"Milltown Institute, Ranelagh, Dublin","2010","Entrants to Third Level Courses","Number","3"
"Milltown Institute, Ranelagh, Dublin","2011","Full-time Enrolments to Third Level Courses","Number","84"
"Milltown Institute, Ranelagh, Dublin","2011","Part-time Enrolments to Third Level Courses","Number","120"
"Milltown Institute, Ranelagh, Dublin","2011","Entrants to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2012","Full-time Enrolments to Third Level Courses","Number","30"
"Milltown Institute, Ranelagh, Dublin","2012","Part-time Enrolments to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2012","Entrants to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2013","Full-time Enrolments to Third Level Courses","Number","15"
"Milltown Institute, Ranelagh, Dublin","2013","Part-time Enrolments to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2013","Entrants to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2014","Full-time Enrolments to Third Level Courses","Number","15"
"Milltown Institute, Ranelagh, Dublin","2014","Part-time Enrolments to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2014","Entrants to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2015","Full-time Enrolments to Third Level Courses","Number","15"
"Milltown Institute, Ranelagh, Dublin","2015","Part-time Enrolments to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2015","Entrants to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2016","Full-time Enrolments to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2016","Part-time Enrolments to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2016","Entrants to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2017","Full-time Enrolments to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2017","Part-time Enrolments to Third Level Courses","Number",""
"Milltown Institute, Ranelagh, Dublin","2017","Entrants to Third Level Courses","Number",""
"Aided university sector","2000","Full-time Enrolments to Third Level Courses","Number",""
"Aided university sector","2000","Part-time Enrolments to Third Level Courses","Number",""
"Aided university sector","2000","Entrants to Third Level Courses","Number",""
"Aided university sector","2001","Full-time Enrolments to Third Level Courses","Number",""
"Aided university sector","2001","Part-time Enrolments to Third Level Courses","Number",""
"Aided university sector","2001","Entrants to Third Level Courses","Number",""
"Aided university sector","2002","Full-time Enrolments to Third Level Courses","Number",""
"Aided university sector","2002","Part-time Enrolments to Third Level Courses","Number",""
"Aided university sector","2002","Entrants to Third Level Courses","Number",""
"Aided university sector","2003","Full-time Enrolments to Third Level Courses","Number",""
"Aided university sector","2003","Part-time Enrolments to Third Level Courses","Number",""
"Aided university sector","2003","Entrants to Third Level Courses","Number",""
"Aided university sector","2004","Full-time Enrolments to Third Level Courses","Number",""
"Aided university sector","2004","Part-time Enrolments to Third Level Courses","Number",""
"Aided university sector","2004","Entrants to Third Level Courses","Number",""
"Aided university sector","2005","Full-time Enrolments to Third Level Courses","Number",""
"Aided university sector","2005","Part-time Enrolments to Third Level Courses","Number",""
"Aided university sector","2005","Entrants to Third Level Courses","Number",""
"Aided university sector","2006","Full-time Enrolments to Third Level Courses","Number",""
"Aided university sector","2006","Part-time Enrolments to Third Level Courses","Number",""
"Aided university sector","2006","Entrants to Third Level Courses","Number",""
"Aided university sector","2007","Full-time Enrolments to Third Level Courses","Number",""
"Aided university sector","2007","Part-time Enrolments to Third Level Courses","Number",""
"Aided university sector","2007","Entrants to Third Level Courses","Number",""
"Aided university sector","2008","Full-time Enrolments to Third Level Courses","Number","78577"
"Aided university sector","2008","Part-time Enrolments to Third Level Courses","Number","14647"
"Aided university sector","2008","Entrants to Third Level Courses","Number","18461"
"Aided university sector","2009","Full-time Enrolments to Third Level Courses","Number","82298"
"Aided university sector","2009","Part-time Enrolments to Third Level Courses","Number","14703"
"Aided university sector","2009","Entrants to Third Level Courses","Number","19760"
"Aided university sector","2010","Full-time Enrolments to Third Level Courses","Number","87623"
"Aided university sector","2010","Part-time Enrolments to Third Level Courses","Number","13936"
"Aided university sector","2010","Entrants to Third Level Courses","Number","19986"
"Aided university sector","2011","Full-time Enrolments to Third Level Courses","Number","89273"
"Aided university sector","2011","Part-time Enrolments to Third Level Courses","Number","13915"
"Aided university sector","2011","Entrants to Third Level Courses","Number","20147"
"Aided university sector","2012","Full-time Enrolments to Third Level Courses","Number","89928"
"Aided university sector","2012","Part-time Enrolments to Third Level Courses","Number","15767"
"Aided university sector","2012","Entrants to Third Level Courses","Number","19743"
"Aided university sector","2013","Full-time Enrolments to Third Level Courses","Number","90341"
"Aided university sector","2013","Part-time Enrolments to Third Level Courses","Number","16834"
"Aided university sector","2013","Entrants to Third Level Courses","Number","20267"
"Aided university sector","2014","Full-time Enrolments to Third Level Courses","Number","93023"
"Aided university sector","2014","Part-time Enrolments to Third Level Courses","Number","15547"
"Aided university sector","2014","Entrants to Third Level Courses","Number","20753"
"Aided university sector","2015","Full-time Enrolments to Third Level Courses","Number","95120"
"Aided university sector","2015","Part-time Enrolments to Third Level Courses","Number","15655"
"Aided university sector","2015","Entrants to Third Level Courses","Number","20992"
"Aided university sector","2016","Full-time Enrolments to Third Level Courses","Number","100793"
"Aided university sector","2016","Part-time Enrolments to Third Level Courses","Number","15574"
"Aided university sector","2016","Entrants to Third Level Courses","Number","22461"
"Aided university sector","2017","Full-time Enrolments to Third Level Courses","Number","105051"
"Aided university sector","2017","Part-time Enrolments to Third Level Courses","Number","16509"
"Aided university sector","2017","Entrants to Third Level Courses","Number","23026"
"Aided technology sector","2000","Full-time Enrolments to Third Level Courses","Number",""
"Aided technology sector","2000","Part-time Enrolments to Third Level Courses","Number",""
"Aided technology sector","2000","Entrants to Third Level Courses","Number",""
"Aided technology sector","2001","Full-time Enrolments to Third Level Courses","Number",""
"Aided technology sector","2001","Part-time Enrolments to Third Level Courses","Number",""
"Aided technology sector","2001","Entrants to Third Level Courses","Number",""
"Aided technology sector","2002","Full-time Enrolments to Third Level Courses","Number",""
"Aided technology sector","2002","Part-time Enrolments to Third Level Courses","Number",""
"Aided technology sector","2002","Entrants to Third Level Courses","Number",""
"Aided technology sector","2003","Full-time Enrolments to Third Level Courses","Number",""
"Aided technology sector","2003","Part-time Enrolments to Third Level Courses","Number",""
"Aided technology sector","2003","Entrants to Third Level Courses","Number",""
"Aided technology sector","2004","Full-time Enrolments to Third Level Courses","Number",""
"Aided technology sector","2004","Part-time Enrolments to Third Level Courses","Number",""
"Aided technology sector","2004","Entrants to Third Level Courses","Number",""
"Aided technology sector","2005","Full-time Enrolments to Third Level Courses","Number",""
"Aided technology sector","2005","Part-time Enrolments to Third Level Courses","Number",""
"Aided technology sector","2005","Entrants to Third Level Courses","Number",""
"Aided technology sector","2006","Full-time Enrolments to Third Level Courses","Number",""
"Aided technology sector","2006","Part-time Enrolments to Third Level Courses","Number",""
"Aided technology sector","2006","Entrants to Third Level Courses","Number",""
"Aided technology sector","2007","Full-time Enrolments to Third Level Courses","Number",""
"Aided technology sector","2007","Part-time Enrolments to Third Level Courses","Number",""
"Aided technology sector","2007","Entrants to Third Level Courses","Number",""
"Aided technology sector","2008","Full-time Enrolments to Third Level Courses","Number","51572"
"Aided technology sector","2008","Part-time Enrolments to Third Level Courses","Number","15909"
"Aided technology sector","2008","Entrants to Third Level Courses","Number","15687"
"Aided technology sector","2009","Full-time Enrolments to Third Level Courses","Number","54464"
